IdSucursal,IdComercio,IdBandera,banderaDescripcion,comercioRazonSocial,provincia,localidad,dirección,lat,lng,sucursalNombre,sucursalTipo
10-2-295,10,2,Market,"INC S.A.",AR-X,"Alto Verde","Bvard. Granaderos 2906",-31.37452900,-64.21385500,"Córdoba Granaderos","Supermercado"
10-2-296,10,2,Market,"INC S.A.",AR-B,Olavarría,"Av. Del Valle 4379",-36.90807100,-60.31409800,"Olavarría II","Supermercado"
10-2-381,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Córdoba 2529",-34.59876200,-58.40308400,"Recoleta II","Supermercado"
10-2-384,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Corrientes 5645",-34.59599500,-58.44289500,"Villa Crespo","Supermercado"
10-2-385,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Independencia 456",-34.61721800,-58.37244100,"San Telmo","Supermercado"
10-2-386,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Belgrano 1160",-34.61321900,-58.38277600,Monserrat,"Supermercado"
10-2-387,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Cabildo 4047",-34.54633500,-58.47010800,"Núñez II","Supermercado"
10-2-388,10,2,Market,"INC S.A.",AR-B,Adrogué,"Seguí 849",-34.79905200,-58.39511400,Adrogué,"Supermercado"
10-2-389,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Santa Fe 5234",-34.57594600,-58.43348600,Carranza,"Supermercado"
10-2-390,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Rivadavia 5973",-34.62359600,-58.44925100,Caballito,"Supermercado"
10-2-490,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Córdoba 1631",-34.59923200,-58.39054200,"Recoleta I","Supermercado"
10-2-491,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Montes De Oca 970",-34.63934100,-58.37438900,Barracas,"Supermercado"
10-2-510,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Díaz Vélez None",-34.60848900,-58.42161700,Almagro,"Supermercado"
10-2-511,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Rivadavia 3221",-34.61049200,-58.41230300,Once,"Supermercado"
10-2-512,10,2,Market,"INC S.A.",AR-B,Pilar,"Ramírez 43",-34.45477200,-58.91015400,"Pilar Super","Supermercado"
10-2-514,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Beiró 3342",-34.59869700,-58.50013200,"Villa del Parque","Supermercado"
10-2-515,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Fco. Beiró 5204",-34.61320000,-58.52341500,Devoto,"Supermercado"
10-2-516,10,2,Market,"INC S.A.",AR-B,"San Isidro","Cosme Beccar 437",-34.47035300,-58.51468700,"San Isidro Súper","Supermercado"
10-2-517,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Rivadavia 2039",-34.60922700,-58.39553900,Congreso,"Supermercado"
10-2-518,10,2,Market,"INC S.A.",AR-B,Olivos,"Av. Maipú 2960",-34.50882400,-58.49204600,Olivos,"Supermercado"
10-2-519,10,2,Market,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Federico Lacroze 3117",-34.57727900,-58.44906400,Conde,"Supermercado"
10-2-601,10,2,Market,"INC S.A.",AR-T,"Yerba Buena","Av. Aconquija 1591",-26.81290000,-65.29231400,"Yerba Buena","Supermercado"
10-2-62,10,2,Market,"INC S.A.",AR-B,Pilar,"Panamericana Ramal Pilar None",-34.44981300,-58.91631900,Champagnat,"Hipermercado"
10-3-196,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Corrientes 3651",-34.60363300,-58.41619200,"Corrientes 3651","Supermercado"
10-3-199,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Córdoba 1439",-34.59926200,-58.38755200,"Av. Córdoba 1439","Autoservicio"
10-3-200,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Rivadavia 8421",-34.63370600,-58.48202900,"Av. Rivadavia 8421","Autoservicio"
10-3-213,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Paraguay 919",-34.59767500,-58.38013300,"Paraguay 919","Autoservicio"
10-3-242,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Nazca 25",-34.63037200,-58.46969200,"Av. Nazca 25","Supermercado"
10-3-247,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. La Plata 430",-34.61977200,-58.42812500,"Av. La Plata 430","Supermercado"
10-3-250,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Carlos Pellegrini 587",-34.60152400,-58.38099400,"Carlos Pellegrini 587","Supermercado"
10-3-251,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Arce 728",-34.56867600,-58.43487100,"Arce 728","Supermercado"
10-3-260,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Gral. Las Heras 2397",-34.58650800,-58.39812700,"Av. Gral. Las Heras 2397","Autoservicio"
10-3-265,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Ángel Gallardo 30",-34.60240400,-58.43260200,"Angel Gallardo 30","Autoservicio"
10-3-291,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Piedras 383",-34.61257200,-58.37767300,"Piedras 383","Autoservicio"
10-3-298,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Formosa 565",-34.62131600,-58.43626100,"Formosa 565","Autoservicio"
10-3-299,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Arenales 975",-34.59401600,-58.38101200,"Arenales 975","Autoservicio"
10-3-300,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Gral. Deheza 2239",-34.54053900,-58.47205200,"Gral Deheza 2239","Autoservicio"
10-3-301,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Pueyrredón 2464",-34.58591500,-58.39439800,"Av. Pueyrredón 2464","Autoservicio"
10-3-302,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Esmeralda 823",-34.59862200,-58.37829100,"Esmeralda 823","Autoservicio"
10-3-303,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Talcahuano 841",-34.59878300,-58.38546100,"Talcahuano 841","Autoservicio"
10-3-304,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Suipacha 726",-34.59982200,-58.37971300,"Suipacha 726","Autoservicio"
10-3-306,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Fray Justo Sta. María De Oro 2709",-34.57719800,-58.42235600,"Fray Justo Santa María de Oro 2709","Autoservicio"
10-3-307,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Gral. Las Heras 1936",-34.59073700,-58.39341400,"Av. Gral. Las Heras 1936","Autoservicio"
10-3-308,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Maipú 171",-34.60615500,-58.37645300,"Maipú 171","Autoservicio"
10-3-309,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Campana 3050",-34.60261200,-58.49646000,"Campana 3050","Autoservicio"
10-3-310,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Chivilicoy 3840",-34.60056800,-58.51132700,"Chivilicoy 3840","Autoservicio"
10-3-311,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Monroe 2771",-34.56016800,-58.46318000,"Monroe 2771","Autoservicio"
10-3-312,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Cerviño 4634",-34.57530700,-58.42285600,"Cerviño 4634","Autoservicio"
10-3-313,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Montañeses 2267",-34.55596600,-58.45004600,"Montañeses 2267","Autoservicio"
10-3-314,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Segurola 2344 2344",-34.61478700,-58.50567400,"Segurola 2344","Autoservicio"
10-3-315,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","José Pedro Varela 3191",-34.59839600,-58.49733300,"Jose Pedro Varela 3191","Autoservicio"
10-3-316,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Ramón Falcón 2402",-34.63013900,-58.46224200,"Ramon Falcón 2402","Autoservicio"
10-3-317,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Anchorena 1253",-34.59476600,-58.40636300,"Anchorena 1253","Autoservicio"
10-3-318,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Arroyo 859",-34.59156300,-58.37925200,"Arroyo 859","Autoservicio"
10-3-320,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Sucre 2480",-34.56449200,-58.45586900,"Sucre 2480","Autoservicio"
10-3-321,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Cangallo 33",-34.60610000,-58.43129900,"Cangallo 33","Autoservicio"
10-3-322,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Del Carril 3210",-34.59327400,-58.50232300,"Del Carril 3210","Autoservicio"
10-3-323,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Montes De Oca 304",-34.63222200,-58.37599800,"Montes de Oca 304","Autoservicio"
10-3-324,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Directorio 1766",-34.63104500,-58.45260800,"Directorio 1766","Autoservicio"
10-3-325,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Vidal 2357",-34.56175100,-58.46228300,"Vidal 2357","Autoservicio"
10-3-326,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Álvarez Jonte 4872",-34.62027700,-58.50657700,"Jonte 4872","Autoservicio"
10-3-327,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Gral. Las Heras 2643",-34.58482200,-58.40004000,"Las Heras 2643","Autoservicio"
10-3-328,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Godoy Cruz 2793",-34.57779700,-58.42433200,"Godoy Cruz 2793","Autoservicio"
10-3-329,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Lavalle 1749",-34.60304200,-58.39176800,"Lavalle 1749","Autoservicio"
10-3-330,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Fitz Roy 2470",-34.57779400,-58.42915700,"Fitz Roy 2470","Autoservicio"
10-3-331,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Charcas 3171",-34.59243700,-58.41086900,"Charcas 3171","Autoservicio"
10-3-332,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Billinghurst 1380",-34.59395600,-58.41291000,"Billinghurst 1380","Autoservicio"
10-3-334,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Paraguay 521",-34.59735100,-58.37451500,"Paraguay 521","Autoservicio"
10-3-335,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Cuba 2776",-34.55465300,-58.46029000,"Cuba 2776","Autoservicio"
10-3-336,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Charcas 3315",-34.59131200,-58.41254400,"Charcas 3315 II","Autoservicio"
10-3-337,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Federico Lacroze 2566",-34.57218900,-58.44605800,"Lacroze 2566","Autoservicio"
10-3-338,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Tucumán 831",-34.60117700,-58.37861300,"Tucumán 831","Autoservicio"
10-3-339,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. De Los Incas 4466",-34.58114000,-58.47371300,"Los Incas 4466","Supermercado"
10-3-340,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Ortega Y Gasset 1876",-34.57071500,-58.43287000,"Ortega y Gaset 1876","Autoservicio"
10-3-341,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Viamonte 351",-34.59967200,-58.37205300,"Viamonte 351","Supermercado"
10-3-343,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Amenábar 1187",-34.56991700,-58.45046900,"Amenábar 1187","Autoservicio"
10-3-344,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Marcelo T. De Alvear 2251",-34.59686200,-58.39957100,"M. T. de Alvear 2251","Autoservicio"
10-3-345,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Pueyrredón 672",-34.60228700,-58.40507400,"Pueyrredón 672","Autoservicio"
10-3-346,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Suárez 1599",-34.63841000,-58.37336600,"Suárez 1599","Autoservicio"
10-3-347,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Josá Andrés Pacheco De Melo 2648",-34.58685400,-58.40146600,"P. de Melo 2648","Autoservicio"
10-3-348,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Rivadavia 3421",-34.61075200,-58.41478200,"Rivadavia 3421","Autoservicio"
10-3-349,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Cabildo 34",-34.57482800,-58.43612600,"Cabildo 34","Autoservicio"
10-3-350,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Humboldt 1982",-34.58275700,-58.43309400,"Humboldt 1982","Autoservicio"
10-3-351,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Echeverría 2067",-34.56097300,-58.45261600,"Echeverría 2067","Autoservicio"
10-3-352,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Rodríguez Peña 1185",-34.59505500,-58.39200000,"Rodríguez Peña 1185","Autoservicio"
10-3-353,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Talcahuano 467",-34.60322000,-58.38508800,"Talcahuano 467","Autoservicio"
10-3-354,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Paraná 1053",-34.59632000,-58.38833200,"Paraná 1053","Autoservicio"
10-3-355,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Pueyrredón 1054",-34.59788000,-58.40378200,"Pueyrredón 1054","Autoservicio"
10-3-356,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Callao 1289",-34.59408700,-58.39306100,"Callao 1289","Autoservicio"
10-3-357,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Sarmiento 1592",-34.60550600,-58.38923000,"Sarmiento 1592","Autoservicio"
10-3-360,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. De Los Incas 5174",-34.58670300,-58.48135400,"Los Incas 5174","Autoservicio"
10-3-361,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Moldes 1718",-34.56722600,-58.45653100,"Moldes 1718","Autoservicio"
10-3-362,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Directorio 1063",-34.62916800,-58.44243800,"Directorio 1063","Autoservicio"
10-3-363,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Independencia 1833",-34.61809700,-58.39220800,"Independencia 1833","Autoservicio"
10-3-364,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Ciudad De La Paz 353",-34.57387800,-58.44205100,"Ciudad de la Paz 353","Autoservicio"
10-3-365,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Nazca 1944",-34.61214500,-58.48099700,"Nazca 1944","Autoservicio"
10-3-367,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Estado De Israel 4309",-34.59786200,-58.42680500,"Estado de Israel 4309","Autoservicio"
10-3-368,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Cuba 2919",-34.55337500,-58.46210900,"Cuba 2919","Autoservicio"
10-3-369,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Caseros 2864",-34.63678600,-58.40316900,"Caseros 2864","Autoservicio"
10-3-370,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Juan Bautista Alberdi 371",-34.62273800,-58.43315000,"J. Bautista Alberdi 371","Autoservicio"
10-3-371,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Olazábal 5483",-34.57900500,-58.49039300,"Olazábal 5483","Autoservicio"
10-3-373,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","11 De Septiembre 3910",-34.54323300,-58.46314800,"11 de Septiembre 3910","Autoservicio"
10-3-374,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Dr. Rómulo Naón 2401",-34.56733100,-58.47278000,"Rómulo Naón 2401","Autoservicio"
10-3-375,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Esmeralda 428",-34.60321900,-58.37811600,"Esmeralda 428","Autoservicio"
10-3-376,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Álvarez Jonte 3709",-34.61336700,-58.49367800,"Jonte 3709","Autoservicio"
10-3-378,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Billinghurst 1876",-34.58899700,-58.40905000,"Billinghurst 1876","Autoservicio"
10-3-379,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Maipú 26",-34.60788400,-58.37647000,"Maipú 26","Autoservicio"
10-3-380,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Otamendi 454",-34.61114700,-58.43368300,"Otamendi 454","Autoservicio"
10-3-391,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Cabildo 2865",-34.55578600,-58.46214600,"Cabildo 2865","Autoservicio"
10-3-392,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Jorge Luis Borges 2463",-34.58221600,-58.42102700,"J. L. Borges 2463-65","Supermercado"
10-3-394,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Santa Fe 4489",-34.57930200,-58.42409400,"Santa Fe 4489-91","Autoservicio"
10-3-395,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Federico Lacroze 4106",-34.58589200,-58.45427200,"Federico Lacroze 4106","Autoservicio"
10-3-396,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. San Martín 2289",-34.60410700,-58.45986500,"San Martín 2289","Autoservicio"
10-3-397,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Corrientes 5980",-34.59355900,-58.44566800,"Corrientes 5980","Autoservicio"
10-3-398,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Rivadavia 9436",-34.63711700,-58.49679500,"Av. Rivadavia 9436","Autoservicio"
10-3-400,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Del Barco Centenera 177",-34.62166500,-58.44109300,"Centenera 177","Supermercado"
10-3-402,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Corrientes 1974",-34.60452500,-58.39464300,"Av. Corrientes 1974","Autoservicio"
10-3-403,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Santa Fe 5052",-34.57678500,-58.43099400,"Av. Santa Fe 5052","Autoservicio"
10-3-404,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Medrano 686",-34.60215400,-58.42086600,"Medrano 686","Autoservicio"
10-3-405,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Juan Bautista Alberdi 5719",-34.65064400,-58.50170200,"J. Bautista Alberdi 5719-23","Autoservicio"
10-3-406,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Salta 1637",-34.62724700,-58.38300000,"Salta 1637-39","Autoservicio"
10-3-408,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Perú 916",-34.61874500,-58.37432200,"Perú 916","Autoservicio"
10-3-409,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Gaona 3567",-34.62088200,-58.47521700,"Gaona 3567","Autoservicio"
10-3-410,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Tucumán 2173",-34.60211700,-58.39807100,"Tucumán 2173","Autoservicio"
10-3-411,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Eva Perón 3479",-34.64470300,-58.46468700,"Eva Perón 3479","Autoservicio"
10-3-412,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Caseros 3535",-34.63863500,-58.41507700,"Av. Caseros 3535","Autoservicio"
10-3-413,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Venezuela 4086",-34.61779700,-58.42222000,"Venezuela 4086","Autoservicio"
10-3-414,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. San Juan 3900",-34.62615200,-58.42017100,"Av. San Juan 3900","Autoservicio"
10-3-415,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. San Juan 4351",-34.62676000,-58.42613600,"Av. San Juan 4351","Autoservicio"
10-3-416,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Almafuerte 880",-34.64814400,-58.41587200,"Av. Almafuerte 880","Autoservicio"
10-3-417,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Fray C. Rodríguez 464",-34.62449400,-58.46462200,"Fray C. Rodríguez 464","Autoservicio"
10-3-418,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Carlos Calvo 1826",-34.62029400,-58.39220400,"Carlos Calvo 1826","Autoservicio"
10-3-419,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Olavarría 469",-34.63645900,-58.35943000,"Olavarría 469","Autoservicio"
10-3-420,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Gaona 1384",-34.60880300,-58.44862300,"Av. Gaona 1384","Autoservicio"
10-3-421,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Belgrano 3447",-34.61554200,-58.41506200,"Av. Belgrano 3447","Autoservicio"
10-3-422,10,3,Express,"INC S.A.",AR-B,"Lomas de Zamora","Murature 2169",-34.70700600,-58.43894700,"Murature 2169","Autoservicio"
10-3-423,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Castañares 4854",-34.66706900,-58.47297300,"Av. Castañares 4854","Autoservicio"
10-3-424,10,3,Express,"INC S.A.",AR-B,Luján,"Bartolomé Mitre 226",-34.56568700,-59.11941200,"Mitre 226","Autoservicio"
10-3-425,10,3,Express,"INC S.A.",AR-B,"Jose León Suárez","Av. Brig. Gral. Juan Manuel De Rosas 2553",-34.53104500,-58.57540900,"J. M. de Rosas 2553","Autoservicio"
10-3-426,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Montañeses 2067",-34.55769200,-58.44856800,"Montañeses 2067","Autoservicio"
10-3-427,10,3,Express,"INC S.A.",AR-B,Haedo,"Av. Rivadavia 16051",-34.64501700,-58.59060100,"Av. Rivadavia 16051","Supermercado"
10-3-428,10,3,Express,"INC S.A.",AR-B,"Adolfo Sordeaux","Rosario 4558",-34.50241000,-58.66844800,"Rosario 4558","Autoservicio"
10-3-429,10,3,Express,"INC S.A.",AR-B,"Villa Ballester","Independencia 4731",-34.55058800,-58.55448400,"Independencia 4731","Supermercado"
